6/19/2024 10:23:14 AM: FalloutUnderneath.Program.Main  Log message: Program starting
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.CheckPickaxeState  Log message: Checking pickaxe state
6/19/2024 10:23:23 AM: FalloutUnderneath.Inventory.GetItemFromInventory  Log message: checking item: Pickaxe
6/19/2024 10:23:23 AM: FalloutUnderneath.Pickaxe.UseItem  Log message: Using pickaxe
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.CheckPickaxeState  Log message: Checking pickaxe state
6/19/2024 10:23:23 AM: FalloutUnderneath.Inventory.GetItemFromInventory  Log message: checking item: Pickaxe
6/19/2024 10:23:23 AM: FalloutUnderneath.Pickaxe.UseItem  Log message: Using pickaxe
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
6/19/2024 10:23:23 AM: FalloutUnderneath.ExitDoor.InteractWithItem  Log message: Exit door interacting with player
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.ClearText  Log message: Clearing text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.DrawOnViewport  Log message: Drawing player on viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Viewport.ChangeCharacterInPosition  Log message: Drawing on the viewport
6/19/2024 10:23:23 AM: FalloutUnderneath.Player.WriteOnTextInterface  Log message: Writing player stats to text interface
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 0
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 1
6/19/2024 10:23:23 AM: FalloutUnderneath.ScreenTextInterface.WriteTextAtLine  Log message: Writing to text interface on line: 2
6/19/2024 10:23:24 AM: FalloutUnderneath.GameEngine.HandleUserInput  Log message: Pressed key: S
6/19/2024 10:23:24 AM: FalloutUnderneath.Player.Move  Log message: Moving player in direction X: 0, Y: 1
6/19/2024 10:23:24 AM: FalloutUnderneath.GameEngine.UpdateObjectState  Log message: Item: ExitDoor
